year,title,count
1986,The Texas Chainsaw Massacre 2,1
1975,Three Days of the Condor,1
1967,Mouchette,1
2001,La stanza del figlio,1
1950,The Asphalt Jungle,1
1993,Mr. Jones,1
2008,Star Wars: The Clone Wars,1
2007,Aleksandra,1
1967,Two for the Road,1
1997,Running Time,1
1955,The Big Combo,1
2004,Farscape: The Peacekeeper Wars,1
1982,Making Love,1
1977,Jabberwocky,1
2006,Ten Canoes,1
1973,Westworld,1
1989,Family Business,1
1995,The Perez Family,1
2002,OT: Our Town,1
1992,Léolo,1
1999,Outside Providence,1
2001,Hannibal,1
1958,Separate Tables,1
1993,Benny & Joon,1
1986,Thrashin',1
2000,Supernova,1
1977,Grand Theft Auto,1
1995,El callejón de los milagros,1
1969,Take the Money and Run,1
1978,FM,1
1988,Rocket Gibraltar,1
2001,Blow,1
1978,The Wiz,1
1994,The Puppet Masters,1
2005,Factotum,1
2001,Ghost World,1
1965,Orgy of the Dead,1
1996,Waiting for Guffman,1
2008,Picture This,1
1998,Shadrach,1
2003,Freddy vs. Jason,1
2003,Pauly Shore Is Dead,1
2002,Serving Sara,1
2002,Men in Black II,1
2003,Angels in America,1
1978,Hot Lead and Cold Feet,1
1993,The Scarlet and the Black,1
1989,Casualties of War,1
1989,The Cook the Thief His Wife & Her Lover,1
2001,En kærlighedshistorie,1
1980,The Mirror Crack'd,1
2000,Gun Shy,1
1997,Nettoyage à sec,1
1999,Payback,1
2001,Bride of the Wind,1
2005,A Cock and Bull Story,1
1955,Killer's Kiss,1
2008,Eagle Eye,1
1979,The Main Event,1
1963,The Sword in the Stone,1
1940,The Invisible Man Returns,1
1998,Croupier,1
1981,Charlie Chan and the Curse of the Dragon Queen,1
2006,Papurika,1
2000,Les filles ne savent pas nager,1
1996,Tromeo and Juliet,1
2002,Two Men Went to War,1
2004,Guerrilla: The Taking of Patty Hearst,1
1995,A Walk in the Clouds,1
2007,Reservation Road,1
1994,Nina Takes a Lover,1
2000,Crime and Punishment in Suburbia,1
1999,East Is East,1
1933,Cavalcade,1
1998,Let It Come Down: The Life of Paul Bowles,1
1984,Gremlins,1
2005,Aliens of the Deep,1
1976,Obsession,1
1985,My Science Project,1
1999,Pirates of Silicon Valley,1
2008,Stargate: The Ark of Truth,1
2005,Kiss Kiss Bang Bang,1
1988,Appointment with Death,1
2005,American Pie Presents Band Camp,1
2002,The Emperor's Club,1
2000,Space Cowboys,1
1948,Yoidore tenshi,1
1968,The Odd Couple,1
1929,Big Business,1
2004,The Merchant of Venice,1
1996,Space Truckers,1
1988,Little Nikita,1
1987,The Untouchables,1
2001,Pauline & Paulette,1
1994,Double Happiness,1
2007,"4 luni, 3 saptamâni si 2 zile",1
1990,Cry-Baby,1
1983,Twilight Zone: The Movie,1
1966,Harper,1
1989,Chances Are,1
1976,All the President's Men,1
1998,Snake Eyes,1
2001,Taking Sides,1
1979,Norma Rae,1
1972,Deliverance,1
1989,Creature Comforts,1
1998,Why Do Fools Fall in Love,1
1978,Höstsonaten,1
2001,The Discovery of Heaven,1
1994,Ri¢hie Ri¢h,1
2005,Margaret Cho: Assassin,1
1993,Love & Human Remains,1
1926,3 Bad Men,1
2003,Good Boy!,1
1999,Siam Sunset,1
2001,Monster's Ball,1
1971,Minnie and Moskowitz,1
1980,Motel Hell,1
1963,Yukinojô henge,1
1938,Jezebel,1
1981,Halloween II,1
1995,Pocahontas,1
1980,Hopscotch,1
1998,Goodbye Lover,1
1986,Star Trek IV: The Voyage Home,1
1980,Out of the Blue,1
2001,The Trumpet of the Swan,1
2000,La ville est tranquille,1
2003,It's All About Love... og Thomas Vinterberg,1
1999,"Le temps retrouvé, d'après l'oeuvre de Marcel Proust",1
2000,Two Family House,1
1993,Poetic Justice,1
1994,Jason's Lyric,1
2004,EuroTrip,1
1996,Grace of My Heart,1
1995,Mad Love,1
1987,The Allnighter,1
1996,Small Faces,1
1985,Murphy's Romance,1
1993,L'oeil de Vichy,1
1973,High Plains Drifter,1
1987,Back to the Beach,1
2000,Takhté siah,1
2008,Låt den rätte komma in,1
1959,The Alligator People,1
2002,Spider,1
2007,Arctic Tale,1
2004,Metallica: Some Kind of Monster,1
1988,Stormy Monday,1
1996,That Thing You Do!,1
2002,Dirty Pretty Things,1
1974,Angst essen Seele auf,1
1976,Jonas qui aura 25 ans en l'an 2000,1
1996,Kizzu ritân,1
2007,Beaufort,1
2006,The Ultimate Gift,1
1986,Thérèse,1
1996,Two If by Sea,1
2006,Das Leben der Anderen,1
1999,La bûche,1
2006,Snakes on a Plane,1
1997,That Old Feeling,1
1992,Universal Soldier,1
2007,Snow Angels,1
1966,Fantastic Voyage,1
1981,Gregory's Girl,1
2006,The Black Dahlia,1
2000,Pandaemonium,1
2002,Men with Brooms,1
1981,Victory,1
2005,The Descent,1
1982,The Grey Fox,1
1998,American History X,1
2008,Expelled: No Intelligence Allowed,1
2008,Jumper,1
2004,Eulogy,1
1959,Hiroshima mon amour,1
1951,I Can Get It for You Wholesale,1
1993,Cliffhanger,1
1995,Two Bits,1
1976,Ansikte mot ansikte,1
1954,20000 Leagues Under the Sea,1
2004,Vanity Fair,1
2001,Corky Romano,1
1957,The Pajama Game,1
1935,Roberta,1
1994,Nell,1
1936,Dodsworth,1
2006,La tourneuse de pages,1
1993,What's Eating Gilbert Grape,1
2002,Treasure Planet,1
1967,Marat/Sade,1
1941,Sergeant York,1
2004,Mar adentro,1
1963,Hud,1
1992,Shining Through,1
1998,The Wonderful Ice Cream Suit,1
1991,Cerro Torre: Schrei aus Stein,1
2004,A League of Ordinary Gentlemen,1
1995,Wild Bill,1
1976,Le locataire,1
2000,Joe Gould's Secret,1
1955,The Man from Laramie,1
1990,Postcards from the Edge,1
1988,Beetle Juice,1
1955,Sommarnattens leende,1
1989,Stanley & Iris,1
1983,Trading Places,1
2007,Taxi to the Dark Side,1
1982,Six Weeks,1
2002,Like Mike,1
1948,The Fallen Idol,1
1992,Tom and Jerry: The Movie,1
1972,The Thing with Two Heads,1
2003,Down with Love,1
1980,Used Cars,1
1991,Motorama,1
1946,Undercurrent,1
1984,Das Arche Noah Prinzip,1
1933,Gold Diggers of 1933,1
1996,The Canterville Ghost,1
2006,Deliver Us from Evil,1
1985,Silver Bullet,1
1945,Back to Bataan,1
1980,Mangiati vivi!,1
1920,"Der Golem, wie er in die Welt kam",1
1992,El mariachi,1
1994,I.Q.,1
2008,Rachel Getting Married,1
2007,TMNT,1
1969,Castle Keep,1
1970,Scrooge,1
1994,Crumb,1
1956,Miyamoto Musashi kanketsuhen: kettô Ganryûjima,1
1978,The Cheap Detective,1
2006,Stay,1
1990,Heart Condition,1
1930,The Big Trail,1
1992,Singles,1
1973,Ziggy Stardust and the Spiders from Mars,1
1999,The Omega Code,1
1999,Universal Soldier: The Return,1
2003,Live Forever,1
2000,The Little Vampire,1
2008,Wallace and Gromit in 'A Matter of Loaf and Death',1
1993,Zhong an zu,1
2006,The Da Vinci Code,1
1988,The House on Carroll Street,1
1995,Fist of the North Star,1
1998,Dancemaker,1
1968,The Swimmer,1
1998,Strike!,1
2004,Seed of Chucky,1
1994,Monkey Trouble,1
2008,Choke,1
1998,Hope Floats,1
1997,Turbulence,1
1980,Up the Academy,1
1998,A Simple Plan,1
1978,The Legacy,1
2000,Bread and Roses,1
2007,Meet the Robinsons,1
1955,The Trouble with Harry,1
1958,Terror in a Texas Town,1
2002,Searching for Debra Winger,1
1994,Imaginary Crimes,1
1976,Silent Movie,1
1974,Chinatown,1
1975,Love and Death,1
2004,The Incredibles,1
1979,Breaking Away,1
1958,Houseboat,1
1959,A Summer Place,1
1989,Society,1
1998,Curse of the Puppet Master,1
2006,A Crude Awakening: The Oil Crash,1
1996,Das Superweib,1
1976,Novecento,1
1993,So I Married an Axe Murderer,1
1980,Popeye,1
1973,The Satanic Rites of Dracula,1
1994,The Road to Wellville,1
1978,Sgt. Pepper's Lonely Hearts Club Band,1
2006,Man cheng jin dai huang jin jia,1
1972,Lady Sings the Blues,1
1997,A Smile Like Yours,1
1995,Jefferson in Paris,1
2005,Sketches of Frank Gehry,1
1998,54,1
2001,CQ,1
1996,The Adventures of Pinocchio,1
1938,Aleksandr Nevskiy,1
1970,The Private Life of Sherlock Holmes,1
2002,Dans ma peau,1
1989,Mystery Train,1
1972,Silent Running,1
1989,Halloween 5,1
1958,Man of the West,1
1959,Odds Against Tomorrow,1
2000,Musíme si pomáhat,1
1947,The Perils of Pauline,1
1993,Boxing Helena,1
1936,Things to Come,1
1984,The Lonely Guy,1
1990,The Shrimp on the Barbie,1
2007,The Savages,1
2007,P.S. I Love You,1
1995,Forgotten Silver,1
1991,The Naked Gun 2½: The Smell of Fear,1
2007,Death Proof,1
1993,The Thing Called Love,1
2000,Otesánek,1
2001,The Majestic,1
2001,Girlfight,1
2007,Sex and Breakfast,1
1943,Holy Matrimony,1
2000,Love & Sex,1
2004,Going the Distance,1
1981,Blow Out,1
1982,Some Kind of Hero,1
1997,Gummo,1
1972,Every Thing You Always Wanted to Know About Sex * But Were Afraid to Ask,1
1961,The Guns of Navarone,1
1981,Four Friends,1
1956,Forbidden Planet,1
2000,The Price of Milk,1
1994,Speed,1
1936,Tell Your Children,1
1987,Near Dark,1
2007,Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence,1
1962,The Three Stooges Meet Hercules,1
1959,The Wasp Woman,1
1957,Letyat zhuravli,1
1991,Impromptu,1
2004,Troy,1
1952,Ivanhoe,1
1991,Star Trek VI: The Undiscovered Country,1
1981,Student Bodies,1
1989,Driving Miss Daisy,1
1987,Summer School,1
2007,AVPR: Aliens vs Predator - Requiem,1
1994,The Little Rascals,1
1994,A Troll in Central Park,1
1967,Rough Night in Jericho,1
1998,The Big Hit,1
1998,Wide Awake,1
1952,Jeux interdits,1
2000,An Everlasting Piece,1
1964,Black Like Me,1
1996,The Evening Star,1
1991,Fried Green Tomatoes,1
1944,To Have and Have Not,1
1948,Easter Parade,1
2002,FeardotCom,1
1989,"""Lonesome Dove""",1
1957,Donzoko,1
1980,Friday the 13th,1
1995,Miami Rhapsody,1
1970,Colossus: The Forbin Project,1
1978,The Bad News Bears Go to Japan,1
1935,Bride of Frankenstein,1
1988,Spoorloos,1
1964,The Masque of the Red Death,1
1998,Patch Adams,1
1973,Jesus Christ Superstar,1
1984,Maria's Lovers,1
1988,Above the Law,1
1993,Sniper,1
2006,The U.S. vs. John Lennon,1
1992,Lethal Weapon 3,1
2006,Delirious,1
1998,Blues Brothers 2000,1
2004,The 24th Day,1
2000,Sordid Lives,1
1966,Nevada Smith,1
1997,Dobermann,1
2001,Jimmy Neutron: Boy Genius,1
1989,Crimes and Misdemeanors,1
1989,Warlock,1
1983,Christine,1
1989,Roger & Me,1
2007,Ben X,1
1973,Hell Up in Harlem,1
1976,The Big Bus,1
2003,Code 46,1
1979,Alien,1
1982,Lo squartatore di New York,1
1980,Mon oncle d'Amérique,1
1989,Major League,1
2008,A Hard Rain's Gonna Fall,1
1966,Walk Don't Run,1
1959,Teenagers from Outer Space,1
1960,Plein soleil,1
2007,I Now Pronounce You Chuck & Larry,1
2001,Môjû tai Issunbôshi,1
1987,The Umbrella Woman,1
2000,Seom,1
1983,"Murder Me, Murder You",1
2005,Capote,1
1982,Parasite,1
1930,Hell's Angels,1
2002,I Am Trying to Break Your Heart,1
1999,Love Stinks,1
2002,The Dangerous Lives of Altar Boys,1
1988,Twins,1
1981,Movie Macabre,1
1988,18 Again!,1
1987,Five Corners,1
1955,To Catch a Thief,1
1991,Da hong deng long gao gao gua,1
1953,Calamity Jane,1
1984,Firestarter,1
1976,Herz aus Glas,1
1998,The Naked Man,1
1993,Naked,1
2006,Der unbekannte Soldat,1
1955,The Man with the Golden Arm,1
1989,The War of the Roses,1
1985,The Stuff,1
2006,Glory Road,1
1953,Cat-Women of the Moon,1
1975,Macchie solari,1
2005,Rent,1
1956,Bob le flambeur,1
2001,"Monsters, Inc.",1
1987,Best Seller,1
2008,"Welcome Home, Roscoe Jenkins",1
1988,The Presidio,1
1996,The Rock,1
1998,One Tough Cop,1
2004,NaPolA,1
2005,Lords of Dogtown,1
1940,The Westerner,1
1996,Blood and Wine,1
1996,Foxfire,1
2004,13 Going on 30,1
2002,Ying xiong,1
1937,La grande illusion,1
2003,La hija del caníbal,1
2001,Zus & zo,1
1996,Love Is All There Is,1
1985,The Jewel of the Nile,1
1985,Death Wish 3,1
2005,Zathura: A Space Adventure,1
1998,Homegrown,1
1960,G.I. Blues,1
2002,No Good Deed,1
1984,Until September,1
2006,Art School Confidential,1
1968,Heidi,1
2008,Flashpoint,1
1990,Men at Work,1
2006,Puccini for Beginners,1
1946,Terror by Night,1
2008,Lost Boys: The Tribe,1
2006,Offside,1
1959,Orfeu Negro,1
1965,A Thousand Clowns,1
1963,The Ugly American,1
2002,Roger Dodger,1
2008,Soul Men,1
1991,Hachi-gatsu no kyôshikyoku,1
2000,Big Eden,1
1954,Seven Brides for Seven Brothers,1
1981,The Great Muppet Caper,1
2003,Dark Wolf,1
2000,Long Night's Journey Into Day,1
2006,A Man Named Pearl,1
1997,Keep the Aspidistra Flying,1
2003,Marci X,1
1986,Jean de Florette,1
1987,Empire of the Sun,1
1997,Changing Habits,1
2004,Ladies in Lavender.,1
1987,Angustia,1
1932,The Mask of Fu Manchu,1
1968,Finian's Rainbow,1
2006,Lonely Hearts,1
1997,Dream with the Fishes,1
2006,"OSS 117: Le Caire, nid d'espions",1
1968,Hell in the Pacific,1
1955,Rebel Without a Cause,1
2000,Beautiful Creatures,1
2003,Anger Management,1
1999,200 Cigarettes,1
1994,Tian guo ni zi,1
1978,Days of Heaven,1
2002,Standing in the Shadows of Motown,1
1981,"Chi trova un amico, trova un tesoro",1
1995,Hideaway,1
1979,Elvis,1
2000,Chuck & Buck,1
1981,"Vernon, Florida",1
1975,A Boy and His Dog,1
1986,Critters,1
1969,True Grit,1
1987,Throw Momma from the Train,1
1950,Rocketship X-M,1
1960,The Fugitive Kind,1
2005,Monster-in-Law,1
2005,The Legend of Zorro,1
1992,Kuffs,1
1992,The Gun in Betty Lou's Handbag,1
2001,Rare Birds,1
2002,Ballistic: Ecks vs. Sever,1
2005,Hustle & Flow,1
1985,American Ninja,1
2008,Gonzo: The Life and Work of Dr. Hunter S. Thompson,1
1948,The Treasure of the Sierra Madre,1
2006,Larry the Cable Guy: Health Inspector,1
1972,Kozure Ôkami: Sanzu no kawa no ubaguruma,1
1998,Divorce Iranian Style,1
1999,Dreaming of Joseph Lees,1
2002,Reign of Fire,1
1998,Free Enterprise,1
1991,Liebestraum,1
2007,Pete Seeger: The Power of Song,1
1977,Czlowiek z marmuru,1
1974,Lancelot du Lac,1
1999,eXistenZ,1
1997,Heaven's Burning,1
1969,Bob & Carol & Ted & Alice,1
1999,Random Hearts,1
1954,River of No Return,1
1976,"Brutti, sporchi e cattivi",1
1981,...All the Marbles,1
2000,High Fidelity,1
2007,Juno,1
1993,Trouble Bound,1
1997,Conceiving Ada,1
1987,Long xiong hu di,1
1982,Fanny och Alexander,1
1996,Fargo,1
1982,Les maîtres du temps,1
2006,Fifty Pills,1
2000,Frequency,1
1959,Ohayô,1
2003,Seabiscuit,1
1981,Lady Chatterley's Lover,1
1970,Eyewitness,1
2002,Hey Arnold! The Movie,1
1998,Lulu on the Bridge,1
2003,Normal,1
1982,Brimstone & Treacle,1
1999,The Minus Man,1
2001,Manic,1
1986,Rawhead Rex,1
1997,The Apostle,1
1985,Commando,1
2007,License to Wed,1
1956,Written on the Wind,1
2004,Ginger Snaps: Unleashed,1
1998,Can't Hardly Wait,1
1984,Against All Odds,1
1974,A Very Natural Thing,1
1988,Critters 2,1
1996,The People vs. Larry Flynt,1
1998,Dangerous Beauty,1
2001,Love the Hard Way,1
2008,The Midnight Meat Train,1
1982,Fast Times at Ridgemont High,1
2004,Ring of Darkness,1
1999,Best Laid Plans,1
1966,Dai-bosatsu tôge,1
1995,Moonlight and Valentino,1
2006,Southland Tales,1
2005,The Devil's Rejects,1
1977,Handle with Care,1
1987,Howling III,1
1990,Back to the Future Part III,1
1998,Music from Another Room,1
1974,Alice Doesn't Live Here Anymore,1
1979,Nosferatu: Phantom der Nacht,1
1954,The Caine Mutiny,1
2004,Riding the Bullet,1
1983,Silkwood,1
2001,The Tailor of Panama,1
2003,Deliver Us from Eva,1
1960,Warui yatsu hodo yoku nemuru,1
2004,The Polar Express,1
1994,New Nightmare,1
2008,Madagascar: Escape 2 Africa,1
2000,Sexy Beast,1
1948,Ladri di biciclette,1
1992,The Waterdance,1
1963,Irma la Douce,1
1999,Light It Up,1
1967,How I Won the War,1
1978,The Cat from Outer Space,1
1997,Little Dieter Needs to Fly,1
1994,Keiner liebt mich,1
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1
1993,Ethan Frome,1
1995,Schlafes Bruder,1
2002,Chik yeung tin si,1
2003,Spy Kids 3-D: Game Over,1
1951,The African Queen,1
1949,I Was a Male War Bride,1
1993,Schindler's List,1
2003,Matchstick Men,1
1959,Les quatre cents coups,1
1934,L'atalante,1
2005,The Lost City,1
1959,Nobi,1
1996,A Thin Line Between Love and Hate,1
2005,Lonesome Jim,1
1993,Dennis the Menace,1
1989,La chiesa,1
1997,Priyatel pokoynika,1
1995,En avoir (ou pas),1
1981,The Legend of the Lone Ranger,1
1994,The Ref,1
1966,Uccellacci e uccellini,1
1991,Harley Davidson and the Marlboro Man,1
2001,Mulholland Dr.,1
1990,Catchfire,1
1973,Il mio nome è Nessuno,1
1993,Hot Shots! Part Deux,1
1994,Muriel's Wedding,1
2008,Fire & Ice,1
2005,Cheaper by the Dozen 2,1
1993,Romeo Is Bleeding,1
1987,Roxanne,1
1995,Le garçu,1
2004,Cube Zero,1
1986,Hombre mirando al sudeste,1
1992,Radio Flyer,1
1931,The Public Enemy,1
1966,Der junge Törless,1
1981,Enter the Ninja,1
1954,Brigadoon,1
1991,Soapdish,1
1985,Desperately Seeking Susan,1
2000,State and Main,1
1977,3 Women,1
1997,Le septième ciel,1
1951,On Moonlight Bay,1
1965,The Family Jewels,1
2007,Battlestar Galactica: Razor,1
2001,American Adobo,1
1997,Time Tracers,1
2001,Nobody's Baby,1
1999,Whatever Happened to Harold Smith?,1
1997,She's So Lovely,1
2000,Groove,1
1996,Tremors II: Aftershocks,1
2002,Russkiy kovcheg,1
2000,How to Kill Your Neighbor's Dog,1
1957,The Bridge on the River Kwai,1
1991,Omohide poro poro,1
2007,Stomp the Yard,1
1996,The English Patient,1
1982,Cannery Row,1
1956,The Killing,1
2002,Murder by Numbers,1
1943,Cabin in the Sky,1
1992,Rapid Fire,1
2008,Zombie Strippers!,1
2002,American Psycho II: All American Girl,1
1936,Anthony Adverse,1
1942,Random Harvest,1
1999,South Park: Bigger Longer & Uncut,1
1995,Underneath,1
2005,De battre mon coeur s'est arrêté,1
1983,Vacation,1
2001,A Knight's Tale,1
1951,Happy Go Lovely,1
2006,Akeelah and the Bee,1
1969,Ring of Bright Water,1
1920,Das Cabinet des Dr. Caligari.,1
1996,City Hall,1
1953,From Here to Eternity,1
1975,Rooster Cogburn,1
2000,Dinner Rush,1
1974,Female Trouble,1
1988,Miracle Mile,1
1947,Subarashiki nichiyôbi,1
1946,Road to Utopia,1
1982,That Championship Season,1
1996,Profundo carmesí,1
1973,Cahill U.S. Marshal,1
1936,Mary of Scotland,1
2002,Drumline,1
1972,The Mechanic,1
1999,Lake Placid,1
1950,Where the Sidewalk Ends,1
1950,Cyrano de Bergerac,1
1966,Modesty Blaise,1
1964,633 Squadron,1
1986,Quicksilver,1
1984,Crimes of Passion,1
1992,Article 99,1
1996,American Strays,1
1992,FernGully: The Last Rainforest,1
1997,Romy and Michele's High School Reunion,1
1992,Indochine,1
2009,Ninja Assassin,1
1967,Guess Who's Coming to Dinner,1
1923,Safety Last!,1
1995,Things to Do in Denver When You're Dead,1
2005,No Direction Home: Bob Dylan,1
2002,Love in the Time of Money,1
2007,Brooklyn Rules,1
1965,Viva Maria!,1
1992,A Midnight Clear,1
1953,Stazione Termini,1
1994,Little Giants,1
2006,Fido,1
1987,Baby Boom,1
1921,Orphans of the Storm,1
1966,Born Free,1
2008,The Children of Huang Shi,1
1991,Regarding Henry,1
2000,Into the Arms of Strangers: Stories of the Kindertransport,1
1956,Aparajito,1
1994,The Browning Version,1
1975,Trollflöjten,1
1968,The Horse in the Gray Flannel Suit,1
1991,Salmonberries,1
2007,Postal,1
1983,The Big Chill,1
1989,Tango & Cash,1
1987,Ishtar,1
1965,I Saw What You Did,1
1959,Darby O'Gill and the Little People,1
2000,Takedown,1
1965,Thunderball,1
1965,The Cincinnati Kid,1
1944,The Mummy's Ghost,1
1951,Angels in the Outfield,1
1995,The Gate of Heavenly Peace,1
1988,The Milagro Beanfield War,1
1993,Swing Kids,1
1994,3 Ninjas Kick Back,1
2008,The Dark Knight,1
1999,Runaway Bride,1
2007,Satisfaction,1
1982,Pink Floyd The Wall,1
1995,Desperado,1
1983,Yellowbeard,1
1967,Le samouraï,1
1999,Black and White,1
1991,Scenes from a Mall,1
2002,Life or Something Like It,1
1997,"Marcello Mastroianni: mi ricordo, sì, io mi ricordo",1
1984,Blame It on Rio,1
1997,Le bossu,1
2005,Keeping Mum,1
1981,Coup de torchon,1
2001,Elling,1
1990,Hidden Agenda,1
1997,Scream 2,1
2002,Oasis,1
2004,Mindhunters,1
1976,The Shaggy D.A.,1
1998,Krippendorf's Tribe,1
1989,Parenthood,1
2002,The Anarchist Cookbook,1
1988,Johnny Be Good,1
2002,Cypher,1
2001,Betty Fisher et autres histoires,1
2006,The Illusionist,1
2011,Red Sonja,1
2001,How High,1
1986,37°2 le matin,1
2003,Stuck on You,1
2003,Pokémon Heroes,1
1998,Seul contre tous,1
1958,The Old Man and the Sea,1
2002,The Lord of the Rings: The Two Towers,1
1975,Ilsa: She Wolf of the SS,1
1951,Journal d'un curé de campagne,1
1971,Duel,1
1960,The World of Suzie Wong,1
2008,Black Widow,1
1991,House Party 2,1
1964,Man's Favorite Sport?,1
1982,Richard Pryor Live on the Sunset Strip,1
2006,Off the Black,1
2001,Atanarjuat,1
1994,Exit to Eden,1
1952,Don Camillo,1
1996,Walking and Talking,1
1995,Strange Days,1
2000,Maze,1
2005,Imagine Me & You,1
1997,8 Heads in a Duffel Bag,1
1992,Bitter Moon,1
1997,Little City,1
1986,Care Bears Movie II: A New Generation,1
1999,Aimée & Jaguar,1
2000,Bamboozled,1
1995,To vlemma tou Odyssea,1
1999,Sugar Town,1
1993,Wide-Eyed and Legless,1
1997,The Castle,1
1996,Ghosts of Mississippi,1
1982,The Slumber Party Massacre,1
2002,WiseGirls,1
1941,The Wolf Man,1
1987,Wall Street,1
1979,Yanks,1
1995,Die Hard: With a Vengeance,1
1993,Sommersby,1
2007,Diary of the Dead,1
2006,The Fountain,1
1950,All About Eve,1
1995,Nelly & Monsieur Arnaud,1
2000,Quills,1
1948,Act of Violence,1
2003,Twentynine Palms,1
1994,It's Pat,1
2003,The Station Agent,1
2003,Tian di ying xiong,1
1950,Halls of Montezuma,1
1999,Me & Isaac Newton,1
1998,The Man with Rain in His Shoes,1
1981,So Fine,1
1998,Among Giants,1
2007,The Last Mimzy,1
1991,Bugsy,1
1967,You Only Live Twice,1
2003,Timeline,1
1969,On Her Majesty's Secret Service,1
1994,Ai qing wan sui,1
1969,Sweet Charity,1
1997,Ta'm e guilass,1
2004,Redemption: The Stan Tookie Williams Story,1
1999,The Limey,1
2001,Things Behind the Sun,1
1996,Solo,1
2004,Miracle,1
1963,Fun in Acapulco,1
1998,Antz,1
2008,Il y a longtemps que je t'aime,1
1997,Waco: The Rules of Engagement,1
1977,L'homme qui aimait les femmes,1
2007,In the Land of Women,1
1939,La règle du jeu,1
