name,cast_position,count
N.J. Willow,23,1
Ernst Deutsch,7,1
Zach Braff,24,1
April Webster,26,1
Mariann Farrelly,95,1
Joe Lewis,127,1
Kenneth Tsang,4,1
Zeljko Vukmirica,18,1
Mitch Kolpan,28,1
Philip Bruns,19,1
Line Noro,4,1
Ben Wrigley,63,1
Pete Schrum,16,1
Irene Winston,12,1
R.D. Call,10,1
Jerry Dunphy,16,1
Harry Davenport,42,1
Pete Smith,13,1
Leighton Meester,7,1
Louvigny,6,1
Ben Livingston,49,1
Donald Trump,9,1
Fern Barry,15,1
Amanda Plummer,3,1
Ian Tracey,11,1
Marla English,17,1
Chris Forbes,8,1
Sandy Descher,9,1
Karin Viard,4,1
Ian Stewart,27,1
Aubrey Woods,7,1
Kristopher Logan,23,1
Dana Wheeler-Nicholson,13,1
Jeanine Jackson,20,1
Will Jordan,101,1
Kevin Dillon,6,1
Mark Anthony,3,1
Jack Purvis,14,1
Camille Winbush,59,1
Glen Campbell,13,1
Carl Gabriel Yorke,59,1
Alan Simpson,44,1
Kate Maberly,1,1
Jack Carr,14,1
Amber Benson,14,1
Virgil Frye,19,1
Bill Smitrovich,17,1
Harry J. Lennix,18,1
Tim Colceri,12,1
Jerry Adler,5,1
Ellen DeGeneres,1,1
Max Perlich,13,1
Salli Richardson,10,1
Gaetano Lisi,83,1
Ava Gardner,14,1
Kathleen Quinlan,6,1
Amanda Foster,1,1
Troy Donahue,20,1
Bharti Patel,17,1
Michael Melvin,29,1
Annabeth Gish,22,1
Sam Sanders,24,1
Linda Carpenter,17,1
Andrea Martin,15,1
Armistead Maupin,28,1
Mark Miller,33,1
Tom Kemp,25,1
Allen Williams,39,1
Hillary Matthews,19,1
Daniel Peacock,51,1
Gregory Forstner,14,1
Tao Guo,9,1
Raymond Coulthard,9,1
Bob Zampano,177,1
Martin Semmelrogge,5,1
James Cosmo,32,1
Vic Magnotta,42,1
Noble Willingham,11,1
Cecil Hoffmann,28,1
Steve Archer,30,1
William Bakewell,58,1
James Vallely,30,1
Herb Vigran,30,1
Tres Hanley,7,1
Paul Humpoletz,13,1
Kira Kreylis-Petrova,5,1
Alan King,6,1
Newsreels,21,1
Corin Redgrave,5,1
Ronald Simmons,60,1
John Bedford Lloyd,31,1
Kevin Dearie,11,1
Marcello Thedford,19,1
Larry Joshua,8,1
Leo Gullotta,7,1
Paavel Koci,32,1
Julian Garner,40,1
James Greene,22,1
Robert Dunn,38,1
Alex Peleg,4,1
Hugh Simon,17,1
Erika Geminder,20,1
Jack Worth,54,1
Sally Kellerman,16,1
Mark Bazeley,16,1
Ron Ross,25,1
Sherry Miller,11,1
John Grillo,11,1
Joe Savino,27,1
Paul Westphal,25,1
Anthony Brophy,58,1
Geordie Johnson,17,1
Mooky Arizona,11,1
Dante Basco,8,1
Martha Gehman,5,1
LaLa,11,1
Darryl Henriques,14,1
Steve Restivo,36,1
George Wendt,25,1
Warren Hymer,11,1
Johnny Whitworth,28,1
Wally Taylor,25,1
Mark Thompson,31,1
Fred Lehto,18,1
Nandu Hinds,14,1
Fran Drescher,5,1
Alison Stuart,29,1
Piu Fan Lee,28,1
Joan Riordan,39,1
Jonathan Smart,28,1
Cyril Ring,29,1
Ernie Sabella,40,1
Fred Walton,29,1
Peter Kassovitz,14,1
Leon Askin,8,1
Virginia Farmer,7,1
Charlie McClellan,26,1
René Lavan,1,1
Paul Calderon,15,1
Maurice Roëves,15,1
Luis Celeiro,5,1
John Benfield,7,1
Kelly,10,1
Jack Black,29,1
Nozomu Sasaki,4,1
Peter Pitofsky,31,1
Karin Calabro,32,1
Patti Love,15,1
Saffron Rainey,34,1
Skip Stellrecht,13,1
John Doucette,33,1
Willis Sparks,41,1
Lynn Stalmaster,45,1
Rossella Falk,5,1
Scott Smith,23,1
Moira Feeney,38,1
Marita Geraghty,11,1
Tom Fitzpatrick,21,1
Jim Roche,34,1
Annie Ross,18,1
Marilyn Dodds Frank,12,1
Jeff Conaway,22,1
Pamela Reed,13,1
Butch Luick,56,1
Eduardo Lopez Rojas,20,1
Christian Herschmann,37,1
Larry Guillard Jr.,37,1
Timothy Carhart,5,1
Frances Nacman,12,1
Fay Ripley,4,1
Kay Connors,33,1
Denis Bergonhe,7,1
Martin Stephens,5,1
John Qualen,12,1
John Norman Thomas,28,1
Malcolm Stewart,23,1
Moriah Snyder,5,1
Pat West,27,1
Robert Okrzesik,37,1
Barry Barnes,30,1
Gilchrist Stuart,21,1
Michelle Robinson,22,1
Jessica Kirschner,13,1
Alan Wise,78,1
Clark Niederjohn,23,1
Allyce Beasley,5,1
Richard Kiley,11,1
Guillermo Ríos,48,1
Frank Marlowe,22,1
Robert Simels,79,1
Lajos Kovács,2,1
Herbert Corthell,23,1
James Sie,49,1
Lauren Weinger,37,1
Richard Powers,20,1
David Clyde,16,1
Franco Corsaro,31,1
Larry Taylor,11,1
Brian Reddy,30,1
George Paris,30,1
David Barry Gray,5,1
Gordon Winter,27,1
Eddy Mitchell,2,1
Christopher Paul Hart,35,1
Diane Jones,14,1
Bert Hanlon,66,1
Paula Plum,21,1
John Howard,6,1
Haley Miller,14,1
Jason Naylor,24,1
Charles Lang,54,1
Henry Kaiser,15,1
Junior Labeija,7,1
Harry Davenport,38,1
Dan Butler,1,1
Nicholas Selby,21,1
Dominic Guard,35,1
Gene Persson,25,1
Mary Ware,41,1
Ann Whitney,15,1
Eric A. Stromer,53,1
Chris Benson,12,1
John Frayer,58,1
Rafael Cortés,38,1
Kevin McDonald,2,1
Susanna Simon,46,1
Kristoffer Tabori,28,1
Paige Pollack,24,1
Téa Leoni,45,1
Steve Carlisle,7,1
Guy De Longree,30,1
Jack Walters,13,1
Tony Ray Rossi,33,1
Leonard Willey,7,1
Brendan Kelly,19,1
J.J. Makaro,19,1
David Young,22,1
Alan North,5,1
Jessie-Ann Friend,27,1
Donna Hanover,25,1
Steve Picerni,15,1
Connie Britton,8,1
Darnell Williams,37,1
Joe Mantegna,3,1
Yareli Arizmendi,8,1
King Cotton,47,1
Michael Richards,23,1
Kathleen Chalfant,28,1
Rebecca Koon,47,1
Julie R. Pearl,69,1
James B. Leong,21,1
Charles McKeown,11,1
Allison Dean,4,1
Susanne Christian,10,1
"Randall ""Tex"" Cobb",12,1
Miriam Margolyes,7,1
Barbara Tse,9,1
Charles Grapewin,16,1
Elliott Santiago,35,1
Pamela Blair,7,1
Bruce Willis,10,1
Lou Eppolito,20,1
Zlatko Crnkovic,1,1
Greg Johnson,11,1
Timothy Carhart,4,1
Danny Nucci,22,1
Genevieve Brunet,6,1
Lyndsey Marshal,1,1
Katia Christine,30,1
Bernard Avishai,1,1
Michael Colyar,13,1
Mark Pettit,4,1
Don Hood,17,1
William B. Davis,11,1
Jorge Russek,22,1
Mitsuo Iwata,23,1
Françoise Bertin,5,1
Joseph Tobin,25,1
Chuck Aber,7,1
Edythe Davis,10,1
Tony Morelli,20,1
Irwin Keyes,17,1
Paul D. Fow,19,1
Joie Lee,23,1
Themba Ndaba,10,1
John Enos III,16,1
Peter Bull,4,1
Eva Lee Kuney,6,1
Ellis Williams,23,1
Jack Laufer,12,1
Jean-Pierre Cassel,22,1
Gabriel Jarret,60,1
Peter Fain,58,1
Richard Rutowski,93,1
Julian Rivero,17,1
Helenka Verner,47,1
Robert Sampson,35,1
Joey Andrews,22,1
Amy Ryder,13,1
Estelle Eonnet,45,1
Menno Tomballe,50,1
Sharron Corley,1,1
Alex Van,45,1
Elaine Ballace,52,1
Michael Chambers,20,1
Keith MacKechnie,22,1
Jim Wise,24,1
Christine Lauterberg,37,1
Jeremy Irons Sr.,26,1
James P. Hayden,10,1
Mark James,18,1
Mary Forbes,9,1
Gina Moxley,38,1
Detlef Bothe,17,1
Dan Rosen,1,1
Allan Kent,47,1
Peter Savage,52,1
Camryn Manheim,15,1
Niclas Olund,19,1
Eugene Roche,8,1
Randell Haynes,35,1
Paul Austin,6,1
Brent Spiner,16,1
Gina Lollobrigida,3,1
Antonio Catania,12,1
Erich Anderson,15,1
Val Bettin,13,1
Beulah Quo,24,1
Malik Yoba,3,1
Marla Pennington,1,1
Michel Delahaye,7,1
Steven Williams,18,1
Konstantin Shayne,8,1
Wilmer Padilla,37,1
Stephen Bishop,36,1
John Clements,18,1
Gary Bullock,5,1
Joseph R. Ryan,15,1
Sean McGinley,19,1
Scott Benjaminson,9,1
Luenell,66,1
John Neilson,17,1
Zulaika Velazquez,75,1
Alex Zimmerman,55,1
Liam Carney,9,1
Ron Vawter,5,1
Charles Noland,19,1
Joel Fluellen,37,1
Mike Nussbaum,23,1
Alessandra Vanzi,16,1
Vasek Simek,21,1
Richard Dioguardi,54,1
Mel Smith,5,1
Takeshi Kusao,12,1
Lara Harris,19,1
Kelli Fox,16,1
Liza D'Agostino,40,1
Emily Aston,8,1
Danna Hansen,46,1
Derek Anders,22,1
Harriet Medin,23,1
Montse G. Romeu,9,1
George Melford,113,1
Margaret Cho,5,1
Don King,7,1
Gibby Haines,26,1
Owen Sharp,22,1
Hugh Pickett,1,1
Lisa Davis,24,1
John Ashley,19,1
Cindy Pickett,2,1
Maria Schrader,9,1
Jack Lemmon,6,1
Harry Cleven,8,1
Guy Marchand,6,1
George Gray,29,1
Monte Landis,16,1
Lindsay Duncan,16,1
Harry Carey Jr.,8,1
Dolores Costello,3,1
Lesley Sharp,9,1
Sumer Stamper,25,1
Sammy Micco,43,1
Jean Ainslie,23,1
Prof. Toru Tanaka,12,1
Taiji Tonoyama,7,1
David Lascher,19,1
Kevin McCarthy,19,1
Victor Rojas,7,1
Larry Pine,19,1
Harris Yulin,2,1
Murray Moston,15,1
James Garbutt,27,1
Margot Kidder,32,1
Patricia Huston,12,1
Manon Sodderland,47,1
Ken Roberts (II),28,1
Norman Max Maxwell,14,1
Neal Jones,12,1
Zhan Vopper,11,1
Ernie Stanton,74,1
Princess Alma Cattaneo,14,1
Marika Lagercrantz,2,1
David Battley,9,1
Margaret McWade,30,1
Elizabeth Wilson,9,1
Steve Randazzo,7,1
Eric Burdon,22,1
Andrea Sisniega,28,1
Diane Klimaszewski,29,1
Lou Marini,28,1
Thorston Manderlay,23,1
Maria Ricossa,19,1
René Reinhardt,57,1
David Burnham,7,1
Vincent Sardi,34,1
Roger Til,25,1
Cecile Rogers,37,1
John Deyle,21,1
Charlize Theron,4,1
David Walker,12,1
Holly Wortell,35,1
Cedric Turner,1,1
Mike Moyer,1,1
Yasuko Ohno,11,1
Jean-Marie Winling,19,1
Ruben Rabasa,16,1
Carmen Filpi,18,1
Joe Bob Briggs,8,1
Lillian Kemble-Cooper,77,1
Al Rodrigo,30,1
Rob Moore,6,1
Celia Imrie,14,1
Rusty Kanokoci,46,1
Jack Johnson,25,1
Deena Martin,7,1
Lou Criscuolo,18,1
O'Neal Compton,53,1
Karl-Heinz Teuber,23,1
Bruce Davison,6,1
Mark Bringelson,13,1
Robert Demeger,8,1
Billy Engle,21,1
Francis X. McCarthy,13,1
Darlanne Fluegel,11,1
Steve Kehela,36,1
Marcello Magni,23,1
Paul Marin,32,1
Lou Rawls,23,1
Frederick Warder,11,1
Lia Beldam,11,1
Jessie Royce Landis,46,1
Richard Crenna,14,1
Greg Serano,19,1
Gerardo Romano,1,1
Josh Mostel,5,1
Kathleen Howard,11,1
Lenora Crichlow,1,1
Christophe De Laere,27,1
Thomas Mitchell,3,1
Jane Seymour,2,1
Ninka Scott,21,1
Pepito Pérez,42,1
Daniel Götschenhjelm,2,1
Abdul Salaam El Razaac,20,1
Irene Forrest,17,1
Dolly Rathebe,14,1
Pedro Armendariz Jr.,17,1
Birdie M. Hale,11,1
Jim Dratfield,22,1
Andre Braugher,10,1
Steve Kalfa,39,1
Marjorie Eaton,19,1
Joe Pentangelo,17,1
Frances Foster,13,1
Carl Rooney,32,1
Gerald Sim,22,1
Timothy Maxwell,67,1
Phyllis Huffman,41,1
Charles Knox Robinson III,78,1
Christopher Walken,6,1
Edwige Pierre,17,1
Alyssa Milano,11,1
David Clennon,8,1
Lloyd Kino,20,1
Matthew Faber,3,1
Mark Daniels,15,1
Louis Seguin,1,1
Bill Evans,10,1
Ken Baldwin,7,1
Teryl Rothery,19,1
Anna Maria Horsford,12,1
Mona Dol,10,1
Jimmy Smits,22,1
Diane Amos,28,1
French Stewart,35,1
Chris Meyers,135,1
Jerry Antes,28,1
Greg Goossen,18,1
Anne Dyson,15,1
Selma Diamond,13,1
Cesarino Miceli Picardi,13,1
Peter Campbell,47,1
Al Corley,9,1
Joan Henley,24,1
Michael Colyar,12,1
John Damler,27,1
Kit Kincannon,18,1
Damion Sheller,16,1
Paige O'Hara,2,1
Arkie Whiteley,12,1
John L. Martin,29,1
Daniel von Bargen,29,1
Joan Rivers,22,1
Hugh Quarshie,16,1
Phyllis Applegate,7,1
Ted Cooper,8,1
Doc Erickson,26,1
Craig Sechler,25,1
Marie Conmee,7,1
Laszlo Szabo,4,1
Claire Meade,78,1
W.J. O'Brien,38,1
Howard Lew Lewis,25,1
Doug McClure,12,1
Niketa Calame,11,1
Kate Lang Johnson,30,1
Henry Mirelez,24,1
Johanna Ray,26,1
James Rebhorn,1,1
French Stewart,22,1
Dannete McMann,24,1
Billy Idol,6,1
Sue Carlton,16,1
Mary Jo Salerno,5,1
Alla A. Kazanskaya,12,1
Michael P. Moran,33,1
Peter Jonfield,16,1
Adam Taylor Gordon,52,1
Peter Segal,74,1
Brian Cox,30,1
Diana James,16,1
Alyssa Austin,6,1
Conrad Bachmann,10,1
Leo Schlesinger,51,1
Ralph Winter,24,1
Len Doncheff,20,1
Bob Orwig,22,1
Janine Duvitski,14,1
Devon Gummersall,28,1
Lawrence Sacco,108,1
Luke Perry,2,1
David Gianopoulos,15,1
Nancy Nayor,31,1
Alfredine Brown,12,1
Ruth Alder,31,1
Jonathan Wilson,32,1
Germaine Michel,8,1
Timothy Webber,8,1
Colm Meaney,8,1
Joanna Merlin,8,1
Denver Pyle,14,1
Britta Smith,44,1
Robert Ruth,17,1
Harold Ramis,25,1
Joey Lauren Adams,5,1
Cecil Hoffmann,38,1
R.D. Reid,21,1
James Brady,48,1
Stefan Gierasch,13,1
Mark Lambert,15,1
Clement von Franckenstein,40,1
George Meeker,66,1
Henry Gomez,26,1
Skip O'Brien,25,1
Kelly Coffield Park,46,1
Federico Pacifici,11,1
Jeb Handwerger,9,1
Maria Celedonio,33,1
Angie Dickinson,11,1
Lucy Lin,59,1
Chris Douridas,13,1
Ralph Brooks,18,1
Jose Soto,17,1
Jane Wood,15,1
Harvey Fierstein,47,1
Jimmy Buffett,8,1
Peter Jacobsen,44,1
Madge Kennedy,36,1
Daniel Hagen,1,1
George C.Scott,33,1
Stephane Peau,16,1
Deng Fei,8,1
Joe Viterelli,10,1
Martin Kosleck,11,1
Gina Torres,16,1
John Wray,16,1
Harry Bellaver,3,1
Norm Compton,13,1
Esther Michelson,20,1
Susan Blommaert,9,1
Lester Chen,8,1
Margo Martindale,22,1
William Gould,52,1
Vincent Smith,27,1
Jodi Long,14,1
Leo Britt,7,1
Richard Ziman,43,1
Will Lee,44,1
Ray Whitley,28,1
Dale Van Sickel,53,1
William G. Schilling,22,1
Bruce Gray,24,1
Brad Sanders,19,1
Bonnie Timmermann,44,1
James Paradise,19,1
Rick Cramer,17,1
Peter Bucossi,13,1
Kyle Larson,48,1
Chris Douridas,11,1
Tia Carrere,10,1
Jim Boles,14,1
Al Cerullo,13,1
Noah Valencia,7,1
Rufus,13,1
Whitney Houston,1,1
Don Lewis,43,1
Kevin Brown,24,1
Billy Dean,18,1
Oliver Maguire,25,1
Joseph Leon,16,1
Emily Wachtel,11,1
Gene Canfield,13,1
Edward Platt,12,1
Helen Ludlam,38,1
Donna Hardy,17,1
Julie Strain,48,1
Isabelle De Nayer,31,1
Paula Gregg,109,1
Derek Jacobi,9,1
Dick Botiller,30,1
John Sessions,11,1
Dieffyd Gilman Frederick,42,1
Anthony Daniels,2,1
Jean Rochefort,19,1
Craig Barnett,45,1
Taurean Blacque,10,1
Isobel Elsom,5,1
Rae Dawn Chong,6,1
Olivia Velez,23,1
James Stivers,18,1
Louise Carter,20,1
Arpad Vermes,1,1
Charles Shull,51,1
Christopher King,52,1
Hrant Alianak,25,1
Taylor Williams,30,1
Daniel Wyllie,9,1
Ned Dowd,6,1
Fred Walburn,31,1
Richard Kipling,119,1
Sarah Peterson,21,1
Elden Ryan Ratliff,11,1
Terry Kinney,14,1
Clayton Townsend,57,1
Esteban Powell,12,1
Lucita Lijertwood,34,1
Sergio Premoli,65,1
Ray Collins,5,1
Rochelle Ashana,8,1
E.H. Calvert,13,1
Tony Jay,19,1
Wiley Wiggins,11,1
Philip Davis,16,1
Jeni Courtney,4,1
Cheryl Freeman,7,1
Arthur Kay,36,1
Peter Outerbridge,14,1
Ken Johnson,49,1
Robin Pearson Rose,22,1
Petey,14,1
Renzo Rinaldi,5,1
Lynda Lepage-Beaulieu,1,1
Rick Petrucelli,44,1
Brittany English Stevens,51,1
Claire Skinner,5,1
Gerard Hernandez,11,1
Ivan Brkic,1,1
Harlan Briggs,7,1
Donald Diamond,4,1
Jon Walmsley,1,1
Mary Kate Schellhardt,7,1
Frances You,4,1
John Hussey,28,1
Susan Falcon,17,1
Michel Charrel,12,1
Robert Gossett,13,1
Ron Brice,10,1
Jan Niklas,8,1
Iggy Pop,4,1
Paul Freeman,14,1
Inge Landgut,3,1
Sarah Polley,6,1
Enrique Lucero,20,1
Steve Lawrence,27,1
Lupe Ontiveros,17,1
Peter Ratray,11,1
Fereshtch Sadr Orfani,3,1
Ian McElhinney,11,1
Walter Olkewicz,18,1
Peter Swanwick,8,1
Christopher Beale,22,1
Kevin Davis,35,1
Syl Lamont,12,1
U.A. Ochsen,22,1
Josh Broder,18,1
Roma Maffia,12,1
Denis Forest,48,1
Bonnie Hunt,11,1
Patricia Sill,51,1
Robert Donley,9,1
Albert Pollet,32,1
Matthias Schendel,34,1
Jack Carr,16,1
Gísli Halldórsson,4,1
Richard McNamara,27,1
Laurie Lapinski,17,1
Aleksandr Kajdanovsky,9,1
Michael Patrick Carter,3,1
Michael Robbins,21,1
Venessia Valentino,35,1
Roger Brierley,27,1
Chemin Sylvia Bernard,21,1
Vanessa Brown,8,1
John Louis Fischer,9,1
Nancy Stephens,24,1
D.J. Dellos,14,1
Don Haggerty,13,1
Leo Burmeister,8,1
Harrison Ford,5,1
Popeye,14,1
Michael Richards,3,1
Steven Martini,6,1
Vince O'Brien,26,1
Mark Boone Jr.,8,1
Federico Luppi,1,1
Joe Pentangelo,15,1
Eugene Collier,45,1
Kario Salem,6,1
Tony Munafo,12,1
Danny Ainge,20,1
Don Brockett,17,1
Khiem Thai,36,1
Gilbert B. Combs,37,1
Joe Perrino,30,1
Laurence Coven,17,1
Michael Redgrave,4,1
Bill McIntosh,17,1
Tom Davis,15,1
Judith Anderson,4,1
Michael Skewes,13,1
Harold E. Scott,12,1
Ron White,6,1
Luis Raul,28,1
Dan Marino,4,1
Pat Starr,24,1
Constance Cowley,16,1
Bobby Slayton,55,1
Dorothy Phillips,31,1
Chris Short,20,1
Frank Sivero,51,1
Howard Hickman,34,1
Ron Glass,20,1
Johnny Myers,26,1
Susan Batson,30,1
Robin Driscoll,10,1
Ann Magnuson,11,1
Peter Seal,43,1
Jay Della Valle,29,1
Ray Chang,25,1
Kate Winslet,3,1
Vivian Austin,13,1
Ted Levine,10,1
Tony Snow,45,1
Frank Albertson,29,1
William Duff-Griffin,19,1
Andre Rosey Brown,18,1
Anne Kent,6,1
Kirsty Hinchcliffe,51,1
Pamela Sue Martin,29,1
Blake Jeremy Collins,8,1
Bert May,35,1
Marty Denkin,48,1
Malcolm X,1,1
Bridget Jones,8,1
Anne Bobby,9,1
Alice Hirson,19,1
Antonio Casas,10,1
Wendy Hughes,3,1
Tito Renaldo,45,1
Lesley Boone,6,1
Arch Johnson,16,1
Jay Pierce,2,1
John Diehl,25,1
Wai Zhi,4,1
Bess Flowers,20,1
Chris Isaak,47,1
Quentin Crisp,7,1
George 'The Animal' Steel...,57,1
Jane Sanguinetti Luenell,55,1
Eliza Dushku,7,1
Dr. William Dignam,39,1
Dick Van Patten,11,1
Price Carson,8,1
Sean Frye,8,1
Dennis O'Connor,15,1
Frank Edwards,25,1
Vida Jerman,23,1
Charlotte Zucker,15,1
John Hamilton,56,1
John McTiernan Sr.,33,1
Ellen Cleghorne,9,1
Oz Perkins,34,1
Rick Johnson,15,1
Ellen Jacoby,17,1
James Hardie,33,1
Derek Thompson,20,1
Madhur Jaffrey,18,1
Wendy Hogan,42,1
George Ministeri,34,1
Syovie Plantard,41,1
Patrick Richwood,9,1
Walter Bryant,26,1
Erasmus C. Alfano,17,1
Charles Malik Whitfield,13,1
John Neville,14,1
Tony Bolano,9,1
O.B. Babbs,18,1
Richard Lee-Sung,18,1
Lili Taylor,9,1
Jason Yribar,25,1
Barry Kelley,15,1
Daisuke Ryu,4,1
Anne Haney,9,1
Jack George,18,1
Joseph Bottoms,9,1
Robert Wightman,8,1
Marianne Muellerleile,24,1
John David Garfield,12,1
Pinky Lee,7,1
Laurie Main,39,1
Roberto Benigni,6,1
Rob Riley,25,1
Lucy Robinson,5,1
Luigi Montini,10,1
Christopher Birt,8,1
Joanna Cassidy,10,1
Vittorio Storaro,29,1
Linda Hunt,31,1
Christopher Murray,28,1
Libby Villari,21,1
Martin Eric,26,1
Chris Farley,5,1
Renee Griffin,20,1
John Drummond,10,1
J. Roy Helland,23,1
Geno Lechner,6,1
Carole Shelley,41,1
Wilfrid Hyde-White,8,1
Jo Gilbert,16,1
Ravil Isyanov,40,1
Margaret Howell,12,1
Joey Ray,50,1
John Dehner,34,1
Paul Eiding,9,1
Patsy Kensit,15,1
Joan Lunden,13,1
Clarence Williams III,20,1
Jenny Neumann,32,1
Jo Anderson,13,1
Kenneth Patterson,35,1
Margaret Brayton,11,1
Joseph O'Dea,13,1
Vivian Kubrick,17,1
Peter Burroughs,41,1
Genevieve Aumont,14,1
Michael McShane,6,1
Gregory Sporleder,29,1
Caroline Elliott,12,1
Akbar Kurtha,9,1
Timothy Bentinck,10,1
Jerry Mayer,8,1
Alex Miller,20,1
Fawn Reed,6,1
W. Earl Brown,21,1
Richard Martin,36,1
Don Francks,9,1
Mickey Kuhn,76,1
Doug Bradley,3,1
Stuart Nisbet,30,1
Margara Alonso,1,1
Scot Williams,17,1
Susan Breslau,17,1
Anthony Heald,4,1
I.M. Hobson,21,1
Travis Tritt,23,1
O'Neal Compton,16,1
Keith Campbell,9,1
Tommy Hinkley,20,1
Zia Mohyeddin,20,1
Robert A. Silverman,24,1
Bradford English,8,1
Steve Barredo,35,1
Steve Wayne,20,1
Anian Zollner,4,1
Mina Kolb,25,1
Joe Zaloom,23,1
Paddy Cole,14,1
Marc Caro,15,1
Pip Miller,31,1
Roy Milton Davis,11,1
Hal Williams,33,1
Jack Angel,1,1
Neville Edwards,6,1
Peter Greene,28,1
Valentina Vargas,2,1
China Kantner,33,1
Alice Ghostley,12,1
Haley Joel Osment,40,1
Inga Landgr_,8,1
Réal Andrews,43,1
Thomas Lawincky,46,1
Nelida Lopez,30,1
Bussaro Sanruck,34,1
Patrick Mynhardt,13,1
John Benjamin Hickey,28,1
Jack Moore,19,1
Barbara Barnes-Hopkins,1,1
Llewellyn Rees,21,1
Lucy Lee Flippin,18,1
Charles Williams,27,1
John Burton,17,1
Miguel Sierra,29,1
David Strathairn,10,1
Garry Owen,47,1
Eric Linden,56,1
Bruce Myers,16,1
Zdenek Podhursky,19,1
"Hezekiah Leroy Gordon ""St...",16,1
Jorge Porcel,11,1
Frank Baker,13,1
George Offerman,77,1
Alan Rachins,40,1
Jack Sheldon,23,1
Edward Ellis,13,1
Thierry Lhermitte,7,1
Benjamin J. Dixon,34,1
Michael G. Moertl,83,1
Mary Jo Catlett,5,1
Lois De Banzie,24,1
Hy Ansel,17,1
Lee Ross,30,1
Frances Bergen,9,1
Corbin Bernsen,14,1
Roland Bertin,7,1
Rebecca Glenn,19,1
Shadia Simmons,18,1
Mamaengaroa Kerr-Bell,3,1
Claudia Koll,1,1
Anton Walbrook,42,1
Bob Scott,52,1
Robert Alderette,14,1
Mario Todisco,36,1
Tobin Bell,5,1
Anthony G. Brown,19,1
Dieter R. Trippel,72,1
Bang Eun-Jin,2,1
Ian Abercrombie,16,1
Peter Gerety,32,1
Baba Oje,1,1
Mildred Coles,34,1
Bill Thompson,9,1
Kiro Ristevski,15,1
Special K. McCray,23,1
Tommy Davidson,7,1
Fritz Feld,8,1
Russell Martin,18,1
Fred Asparagus,13,1
Madhur Jaffrey,21,1
Michael Ian Black,1,1
Mary Mercier,17,1
Lauren Holly,6,1
Gordon Sterne,17,1
Suzi Bass,12,1
Jessica Byers,78,1
Torrey DeVitto,9,1
Archie Smith,53,1
Tan Hung Francione,13,1
Lawrence Bender,20,1
Karina Arroyave,28,1
Robert Smith,41,1
Dawn Maxey,5,1
Jussie Smollett,41,1
Laura Linney,14,1
Eddie Graham,128,1
Candy Hutson,6,1
Simon Davis,14,1
Olivia Bonamy,3,1
William Irving,18,1
Tony Fitzpatrick,11,1
Isabella Rossellini,4,1
John Hargreaves,3,1
Jane Sibbett,6,1
Ryan Williams,24,1
Peter Parros,30,1
Ralph Dunn,12,1
Joseph P. Gioco,63,1
Dean Cook,29,1
Joe Costanza,10,1
Buddy Ebsen,12,1
Richard Peel,15,1
Peter Camlin,19,1
Mandy Walsh,13,1
Marya Small,13,1
Jack Shearer,33,1
"Robert ""R.J."" Jordan",22,1
Kieran Culkin,19,1
Emil Feist,21,1
Jeff Howell,15,1
Jay H. Seidl,26,1
Maurice Ronet,8,1
Kim Coates,12,1
Marla Levine,16,1
Joan Henley,12,1
Charles McNaughton,27,1
Chick Ortega,11,1
Oscar Beregi Sr.,14,1
Paul Stacey,7,1
Patricia Place,27,1
Jose Soto,27,1
Eugene Byrd,16,1
Carolyn Seymour,23,1
Cameron Clarke,1,1
Leopold Stokowski,1,1
Starletta DuPois,9,1
John Jordan,35,1
Joseph Breen,24,1
Bryan Gordon,26,1
Mark Burton,22,1
Scott Marshall,46,1
Cynthia Adler,1,1
G. Basbayar,19,1
George D. Wallace,14,1
Michael Massee,9,1
Gloria Reuben,6,1
Jason Robards,53,1
Alan Walls,74,1
Christin Hinojosa,34,1
Wes Studi,80,1
Don Wycherley,32,1
Bruce McGill,33,1
Jay O Sanders,21,1
David White,14,1
Gabriella Martinson,38,1
Willa Glen,24,1
Jane Adams (II),26,1
Ken Garito,14,1
John Durbin,15,1
Anne Bobby,12,1
Ona Munson,51,1
Carina Liu,7,1
David Candreva,13,1
Rob Reiner,5,1
John Medici,30,1
Richard Poe,25,1
Brad Hall,15,1
Otto F. Schulzs,34,1
Kira Spencer Hesser,12,1
Brian Sergent,23,1
William O'Leary,5,1
Howie Long,9,1
La Tanya Richardson,24,1
John Gallaudet,11,1
Guido Alberti,10,1
Nick Jameson,36,1
Gina Raffin,71,1
Eliott Keener,10,1
Rosalind Cash,9,1
Scott W. de Venney,21,1
Sofia Coppola,41,1
Gerald Okamura,22,1
Carlos Montalban,3,1
Amelia Campbell,10,1
Tony Pierce,9,1
Jonathan Hernandez,49,1
Christian Bruna,26,1
Michelle Grisom,10,1
Harry Holman,27,1
Isaiah Washington,14,1
Reginald Hudlin,9,1
Danny Cooksey,16,1
Rick Aviles,13,1
"Max ""Alibi"" Terhune",44,1
Chico Martinez,23,1
Anna Longhi,10,1
Tuyet Ngan Nguyen,9,1
Lynn A. Freedman,4,1
Prentis Hancock,25,1
Michael Kirk,41,1
Ben Wright,68,1
Rudolph Willrich,41,1
Kristin Moreau,37,1
Alan Arkin,29,1
Peter Brett,21,1
Don Richard,22,1
Elaine Klimaszewski,30,1
Conor Lambert,31,1
